id,cve,project_name,description,mistakes
298,CVE-2011-1450,chromium,,
299,CVE-2011-1451,chromium,,
300,CVE-2011-1452,chromium,,
301,CVE-2011-1454,chromium,,
302,CVE-2011-1455,chromium,,
303,CVE-2011-1456,chromium,,
305,CVE-2011-1691,chromium,,
306,CVE-2011-1793,chromium,,
307,CVE-2011-1794,chromium,,
308,CVE-2011-1795,chromium,,
309,CVE-2011-1796,chromium,,
310,CVE-2011-1798,chromium,,
311,CVE-2011-1799,chromium,,
312,CVE-2011-1800,chromium,,
313,CVE-2011-1801,chromium,,
314,CVE-2011-1804,chromium,,
315,CVE-2011-1806,chromium,,
316,CVE-2011-1807,chromium,"Heap-based buffer overflow in Google Chrome's blob URL handling code. 
The vulnerability allows remote attackers to execute arbitrary code via 
unspecified vectors that trigger an out-of-bounds write.

The fix for this vulnerability is to free memory as the very last step in the
affected function.
","The vulnerability seems to have been coding mistake. At first glance, it is not obvious that one the functions involved frees memory when called. As mentioned earlier the size of the commit was rather large (+1721 lines, -64 lines) and it affected 37 files. Perhpas the author or reviewers would have caught this if there were fewer concurrent changes to consider."
317,CVE-2011-1808,chromium,,
318,CVE-2011-1809,chromium,"The Accessibility UI attempts to use memory after it's been freed. This allows for exploitable memory corruption, denial of service, or other impact via unknown attack vectors.
","This vulnerability looks to be the result of a design oversight combined with a coding mistake. Its introduction was as part of a large change of almost 700 lines for another issue. This bug was missed, but ultimately found a day later by a fuzzer.
"
319,CVE-2011-1810,chromium,,
1499,CVE-1999-1199,httpd,,
1500,CVE-2000-0505,httpd,,
1501,CVE-2000-0913,httpd,,
1502,CVE-2000-1204,httpd,,
1503,CVE-2000-1205,httpd,,
1504,CVE-2000-1206,httpd,,
1505,CVE-2001-0729,httpd,,
1506,CVE-2001-0730,httpd,,
1507,CVE-2001-0731,httpd,,
1508,CVE-2001-0925,httpd,,
1509,CVE-2001-1342,httpd,,
1510,CVE-2002-0061,httpd,,
1540,CVE-2004-0493,httpd,"A component involved in parsing HTTP headers can be used for a remote denial of
service attack by triggering a memory leak by using long header lines with a large
amount of space or tab characters.
","This is a design mistake, as the developer did not factor in the need to have an HTTP header with certain syntax"
1511,CVE-2002-0392,httpd,"This vulnerability was caused by a lack of error-checking which could allow HTTPD
to use an invalid size during memory allocation, potentially causing a
denial-of-service (availability failure) by using all available memory for
the Apache daemon, or on 64-bit systems, an elevation of privilege attack
allowing attackers to execute arbitrary code by altering return addresses
on the system stack.
","This issue may have been mitigated if the system included additional unit test cases.
The test suite failed to include a case which evaluated this particular type of
invalid input, and it brought about a vulnerability. The issue is that this particular
avenue of attack was never brought to mind and as such, the vulnerability passed
by unnoticed.
"
1512,CVE-2002-0654,httpd,,
1513,CVE-2002-0661,httpd,"This vulnerability was a simple example of directory traversal. Strings were 
sanitized for '/', but for nothing else. This allowed attackers to user '\' 
instead to bypass sanitization. This, paired with '..' could be used to traverse 
the directory and access whatever files the attacker wishes.
","The code mistake made here was only checking for '/' when sanitizing a 
potential path traversal vulnerability. If I try to put myself into the 
minds of the developers, I imagine they, likely with mostly UNIX experience, 
simply did not consider that backslashes could be used for path traversal 
in other operating systems. Even one developer who looked at and commented 
on the code in question between the VCC and the fix did not catch the issue 
before release. This shows the importance of thoroughly testing and viewing 
your software from different perspectives, which might reveal new problems.
"
1514,CVE-2002-0839,httpd,,
1515,CVE-2002-0840,httpd,"Apache Server Side Include Cross Site Scripting Vulnerability.  
This is an input validation error.  Input request headers HTTP/1.1 ""Host"" are improperly filtered. 
It is possible to maliciously hijack web sessions and compromise servers by injecting javascript.  
The following URL will demonstrate the attack http://%3CIMG%20SRC%3D%22%22%20ONERROR%3D%22alert%28document2Ecookie%29%22%3 . 
",The mistake that were made was trusting input and not validating it
1516,CVE-2002-0843,httpd,,
1517,CVE-2002-1156,httpd,"Remote attackers can potentially view Apache source code of one of the CGI 
scripts by directing a POST request to a directory with both WebDAV and CGI 
enabled. This is a very easy vulnerability to exploit with considerable 
impact to confidentiality.
","This vulnerability was due to a fundamental flaw in the design of CGI generation
system. Fortunately this bug was addressed quickly, however it would not have 
taken very much technical knowledge to take advantage of this vulnerability and
this was a major breach to confidentiality. This could have been prevented by
having proper code reviews for any new systems and forcing teams to spend
more time on architecture design.
"
1518,CVE-2002-1592,httpd,,
1519,CVE-2002-1593,httpd,"There is a module that handles remote Web content authoring
operations. This module was looking for versioning hooks, which are versions
of the content using a pointer.
This pointer was not being checked for its existence. Therefore a null pointer
could attempted to be used and would cause the system to crash. The crash of
the system would cause a denial of service issue.
","There was a coding mistake made that caused this vulnerability. It
seemed to be a simple missed check for a null pointer. There was a general
error check when getting the value that the pointer held, but it was not
being checked if the pointer existed in the first place. It was just assumed
that the pointer existed. Maintainability-wise, this code was fixed in the
non backwards compatabile Apache release. So there was never a work around
for this bug. This no longer needs to specifically be worried about unless
something is using Apache <2.0.42
"
1520,CVE-2003-0016,httpd,,
1521,CVE-2003-0017,httpd,,
1522,CVE-2003-0020,httpd,"Certain terminals are susceptible to exploits in the form of harmful inputs.
Take, for example, escape sequences. An escape sequence starts with the ASCII
escape character and is followed by some arguments. This particular vulnerability
was caused by a failure to filter escape sequences out of the terminal when
outputting error logs. Attackers were able to intentionally inject escape
sequences into terminals, which caused certain malicious behavior.
","This vulnerability was caused by code written decades ago. In those
years, software vulnerabilities were not as well known as they are today. It's
easy to imagine that the original author of the code was simply unaware of the
possibility of escape sequence injection through error logs. The most popular
mitigation for this type of vulnerability is input validation. The recommended
mitigation for CWE-150 is specifically whitelist input validation. However,
the author who wrote the fix for this vulnerability chose to implement code
more akin to a blacklist, rather than a whitelist, which was explicitly not
recommended as a mitigation.
"
1523,CVE-2003-0083,httpd,Lack of a filter for terminal escape sequences when writing to access logs. This can cause vulnerabilities in certain circumstances where the logs are viewed with a terminal emulator that has vulnerabilites related to escape sequences.,There was a failure during sanitization to identify all special characters of importance. This is most likely a requirements error.
1524,CVE-2003-0132,httpd,,
1525,CVE-2003-0134,httpd,,
1526,CVE-2003-0189,httpd,,
1527,CVE-2003-0192,httpd,,
1528,CVE-2003-0245,httpd,,
1529,CVE-2003-0253,httpd,"MPM's are multi-processing modules which are used to bind to network ports on a 
machine, accept requests, and handle requests. This vulnerability occurs when
the MPM binds to a specific uncommonly used network port. When the C accept() 
method (accepts a connection on a socket ) is called it would return an error, 
causing a temporary denial of service. 
","A lot of factors came to allow this vulnerability to occur. The original author
wasnt confident in the comments that the code would work all of the time. Edge 
cases in the code weren't properly met. Its possible that there was confusion 
in the requirements and the task wasnt descriptive enough to who was working on 
it. Unit tests were not made to ensure it the code worked as intended. 
The mitigations for this fix on the CWE was to run fault injection tests. These
tests weren't applied before and after the fix. This is one reason for the
vulnerability to appear.
"
1530,CVE-2003-0254,httpd,,
1531,CVE-2003-0460,httpd,,
1532,CVE-2003-0542,httpd,,
1533,CVE-2003-0789,httpd,,
1534,CVE-2003-0987,httpd,,
1535,CVE-2003-0993,httpd,,
1536,CVE-2004-0113,httpd,"Accessing an SSL enabled server port with a plain HTTP request would cause a
memory leak due to a bug in the mod_ssl implementation. This vulnerability
opens up the possibility of denial of service attacks by sending many plain
HTTP requests.
","This vulnerability was due to two mistakes. A poor judgement call to avoid
having to reimplement/fix a feature that no longer worked, and an assumption
that the memory for something would eventually be freed sometime somewhere else,
instead of the proper place for it to be freed.
The fix looks proper, but the lack of testing done around the issue leads me
to believe that there are probably plenty of other similar, if not identical issues
present in the code base.
"
1537,CVE-2004-0174,httpd,Apache HTTP Servers before v2.0.48 contain a race condition when handling short lived connections. Such a connection on a rarely used socket can cause new connections to be blocked.,"Leaving dead code for too long without any sort of testing. The socket causing the issue was rarely used and had barely been touched since its initial implementation. If more maintenance or testing had been done, this issue may never have occured."
1538,CVE-2004-0488,httpd,"This issue with this CVE was a buffer overflow in Apache HTTP Server 2.0.50. By using a user with trusted CA (Certificate Authority) a remote attacker could
execute arbitrary code via a client certificate with a subject DN (Distinguished Name) which exceeds 6K in length.
",The cause of this error was most likely a design flaw. Whoever wrote the code did not account for a trusted user to exploit a buffer overflow and this lack of foresight is what led to this vulnerability.
1539,CVE-2004-0492,httpd,,
1569,CVE-2007-6421,httpd,,
1701,CVE-2003-0866,tomcat,,
1702,CVE-2005-0808,tomcat,,
1703,CVE-2005-1753,tomcat,,
1541,CVE-2004-0747,httpd,"The application fails to validate length for user-inputed strings through the form of
.httaccess and or httpd.conf config files which can, when malicious, cause a buffer overflow 
when this string is parsed, expanded, and copied into a finite buffer. This
can affect an environment variable and gives the user elevated privledges locally.
","The mistakes that were made were primarily coding mistakes as the code written worked as intended but failed
to check for boundary cases in which overflows could occur. Lots of changes were made between the VCC and the fix,
and even a patch to the fix was made. It appears there are a lot of factors not considered initially and during the
lifetime of the vulnerability, as different developers had to keep coming back to the logic. This seems like simple
miscommunication. They didn't cover all their tracks.

Looking over their solution, it appears that they opted for the implementation mitigation of CWE-119, 
as they rewrote all the logic for the function in question, adding length checks, casting, etc. to check for
extraneous inputs and to avoid harmful overflows. This fix needed one patch, and that was to handle a different 
use case of the function separate from the issue (miscommunication once again). Since then the function was moved 
to a different file but not modified. For these reasons, it appears the solution was ultimately proper.
"
1542,CVE-2004-0748,httpd,,
1543,CVE-2004-0751,httpd,"The vulnerability occurs in the char_buffer_read function in the mod_ssl module.
This allows for a segmentation fault in the char_buffer_read function when 
reverse proxying to an SSL server. A malicious SSL server can force an HTTPD child
process to crash by sending a specially-crafted response header. As a result, a 
remote attacker can cause a denial of service attack. This vulnerability is 
classified as low impact since it does not allow for execution of arbitrary code
and does not represent a significant denial of service attack. Requests can be
handled by other Apache child processes if one does crash.
","This vulnerability was a result of a coding mistake in which there is no
check to the memory consumption when running in speculative mode. A possible
mitigation is to check to make sure that the buffer is large enough to read
in data.
"
1544,CVE-2004-0786,httpd,,
1545,CVE-2004-0809,httpd,"Once the WebDAV undergoes an indirect lock, the wrong memory address is accessed and it results in a segmentation
fault that could cause a system crash.
","The fix presented did make it seem like a coding mistake as I interpret their was a typo causing the wrong memory address to be altered. But looking further in the commits
I realize the whole way the system was designed had a lot of faults so there definitely was some design flaws with the way locking worked.
"
1546,CVE-2004-0811,httpd,"This CVE involves an internal structure in Apache's HTTPD software that controls how
authentication directives (used for password protection) and access directives interact with 
each other. In this particular case, the internal structure was broken such that a request
could result in access being granted despite any configured authentication. The user who discovered this
found that if requests were ordered a certain way, this vulnerability could happen.
","It seems that there was a somewhat simple coding mistake in the way the satisfy directives were aggregated in memory from the .htaccess file. 
The vulnerability was never actually public, since it was only in a specific revision that was never publicly released.
"
1547,CVE-2004-0885,httpd,It is possible for remote clients to bypass restrictions on resources by using Apache's SSLCipherSuite directive. This can be done by using any cipher suite that is recognized by the server.,"This vulnerability occured because the developers misinterpreted how the software packages they were using would handle events.
The fault does not lie in the packages they were using, but they misunderstood how the system would react when a very specific series of events occured.
In order to prevent this from occuring again, the developers should thoroughly study their packages documentation, even to a minute detail (especially when security is a factor)."
1548,CVE-2004-0940,httpd,,
1549,CVE-2004-0942,httpd,"If a request is sent that contains tons of whitespace in an HTTP header, the
server consumes an excessive amount of CPU or memory (various sources
disagree on which it is; maybe it's both) while attempting to parse it.
","Unfortunately there appears to be no public discussion of the bug; it was
just quietly fixed 3 days after the report. Thus, it is difficult to tell
what led to the vulnerability. It appears that it was just a simple coding
mistake that was not caught by either the author or the two code reviewers.
A more notable mistake is in commit 3d5263. That commit fixed the inital
vulnerability of ""lots of whitespace."" However, it did not fully fix the
issue; instead, it changed it to ""lots of whitespace on lots of lines.""
This indicated that they were aware of the vulnerability, and *still*
didn't consider how their code could be exploited. The vulnerability could
likely have been fixed at that commit in June (rather than in November) had
the author or reviewers tried to think like a hacker and try to break their
own code.
"
1550,CVE-2004-1834,httpd,"The mod_disk_cache is a tag that sets the program to use disk based storing of cashes,
this casheing in included client headers on the users local hard disk. Users can then
potentially access this information retreiving sensitive data, which includes
authentication information.
","The initial developers did not understand either the funcionality of the tools
they were using for cacheing or the full content of the header of which they
were caching.
"
1551,CVE-2005-1268,httpd,"The vulnerability was in http's processing of certificate revocation lists in
debugging mode in its SSL module (mod_ssl).

The problem is that mod_ssl allocates a buffer of N bytes, and then tells
BIO_Read that it can read N bytes of text into the buffer. BIO_Read returns a
count of how many bytes it read, and the function uses that count to append a
NULL character to the end of the text. However, that returned value can be up
to N, which when used as an index is the n+1th index, more than the buffer can
hold. This could lead to memory corruption, or even a segmentation fault that
would bring down httpd.

Before the vulnerability-contributing commit (VCC) the buffer allocated for
reading was of size N+1, but BIO_Read was told it could only read up to N
bytes, thus there was always space for the null terminator.

Some background, certificate revocation lists are used to revoke a
certificate in case its private key has been compromised, or the keys used to
sign it.
","The mistake was a simple coding mistake made during a cleanup, the entire
portion of ssl_callback_SSLVerify_CRL that performs debug printing was
rewritten, and the developer forgot to account for the null terminator when
allocating size for the buffer and for when they copied the data into it.

The CWE entry only gives one mitigation, to use the correct size when
copying data, which is what the fix did.
"
1552,CVE-2005-2088,httpd,"This vulnerability occured when the HTTP Server was acting as an HTTP proxy.
The vulnerability allowed remote attackers to perform an attack now known as Http Request Smuggling. Essentially attackers could send an HTTP request to the proxy
with two kinds of Headers (Transfer-Encoding chunked"" header and a Content-Length header). This caused apache to process the body of the request in such way and forward it so that the 
receiveing server would process it as a seperate request. This opened a vulnerability to Cross Site Scripting. 
","This mistake seems to be a design flaw at its core, rather than a coding mistake. 
It also could have been a series of misscommunication about what was truly needed in this parrt of the project. 
The flaw (HTTP Request Smuggling) has four mitigations suggested by CWE. These are to use SSL only communication, use strict HTTP Parsing, and terminating the client after each request. 
It seems like of these three, in the inital fix back in 2005, the termanting the client mitigation was used. 
This can be avoided in the future by making sure to think about what is being forwarded when dealing with data that comes from the outside world. 
"
1553,CVE-2005-2491,httpd,,
1554,CVE-2005-2700,httpd,"When using mod_ssl (required certificates) for the web server client certifcates are not enforced
if the configuration in the virtual host specifies that client authication is optional. 
","This mistake was a design a mistake because it failed to verify client certificates during 
a certain configuration. It appears that different virtual hosts would effect each other if their verification
was set to optional. This mistake could have been prevented had the was a seperation of privledge between the hosts.
"
1555,CVE-2005-2728,httpd,"There is a non-limited byte-range weakness that can cause a denial of service attack. 
A byte-range is the buffer size of the input. If an attacker decided to fill an HTTP 
header with a large amount of information, then it can cause the memory consumption to 
increase exponentially. This memory leak can eventually lead to the crash of all servers 
with the same resource allocation. 
","In my opinion this was just a mistake of negligence. I think that the lesson
yagni really applies here. There were comments in the code talking about 
how they knew there was no range limit. So they could have just added the check
to make sure that there was an end to the input, however this vulnerability existed
due to this negligence. According to the CWE, they are mitigating it correctly, 
by implementing input validation.
"
1704,CVE-2005-1754,tomcat,,
1705,CVE-2005-2090,tomcat,,
1706,CVE-2005-3164,tomcat,,
1556,CVE-2005-2970,httpd,"What makes the Apache HTTP Server widely used is its robustness and ability to support a plethora of 
various platforms and environments. It facilitates this with the use of Multi-Process Modules (aka 
MPMs) MPMs are responsible for binding to network ports, taking in requests, and releasing children 
to handle these requests. Webmasters can choose which MPMs to load onto their server depending on 
their platform and environment.

This CVE pertains to the ""worker"" MPM. The ""worker"" MPM supports a multi-process and multi-threaded 
server. It is capable of handling a multitude of requests and can keep multiple processes open with 
each process possessing multiple threads. Failure to properly close processes leads to memory that 
is not released when it is no longer needed. Attackers can remotely take advantage of this by constantly 
aborting connections without closing them. This causes memory depletion and eventually, there is 
no longer any memory available to be reused for future connections, rendering denial of service.
","A lack of tests seems to be a mistake that may not have led to the vulnerability but more of something 
that led to the vulnerability being found later than it could have. They mention in their tests README 
that their tests only cover ""various bits"" of Apache HTTPD so what they have in the repo is not the most 
extensive. Perhaps they have exclusive tests that have not been publicized."
1557,CVE-2005-3352,httpd,"This a vulnerability that can be exploited by an attacker using cross-site scripting.
The imagemap processing module can cause the referer header to be output without being
escaped in HTML. An attacker who is able to influence the referer header will be able
to use cross-site scripting to attack.
","This vulnerability seems to be a result of design mistakes and a lack of maintainability.
They didn't consider this scenario when they were designing the project at all. The fix
for this problem isn't applicable to all aspects of the project so I would say that the 
maintainability is fairly low as well.

CWE-80 is ""Basic XSS."" It is when the software does correctly neutralize special characters.
This is the case here. The referer header is being escaped in the HTML because the special 
characters were not being handled correctly. The mitigation for this is checking each input.
All data in the request, including hidden fields, cookies, headers, the URL itself, and so 
forth must all be checked. In this particular situation they just added a conditional.

The vulnerabilities fix does not seem very maintainable. The patch doesn't apply everwhere. 
If the software is not understood, repairable or enhanceable it can't be considered maintainable.
The fact that the patch can't be applied everywhere implies that the software isn't understood
or repairable. 

Overall it seems like the fix was effective. Even though it doesn't apply everywhere they know
that they can just remove the referer where it doesn't apply. It seems like the solution is not 
ideal but it is working so it's alright. 
  
"
1558,CVE-2005-3357,httpd,"There was a component of httpd where, if the user had a specific type of a 
Secure Socket Layer (SSL) and created a custom error page, they could cause 
a denial of serivce through making the application crash. This was done by 
submitting an unsupported request to a certain type of port, which would 
cause a Null Pointer Expection.
","The main mistake with this vulnerability was the lack of handling if ssl
was null. The team never accounted for a non-ssl request to be made on a ssl
port when if ssl is not currently in use. They seem to have had it written
so that all requests that came to an ssl port would go through a ssl control
check, regardless of the state of SSL.

The fix that was implemented seems to effectively eliminate the problem as
it immediately stops the problem from arising before it has a chance to
raise an NPE. It was changed from only checking if the ssl protocol was on
to verifying that ssl was acutally in use and not null, otherwise it would
stop, as it was no longer relevant.
"
1559,CVE-2006-3747,httpd,"This was a vulnerability that affected people who used Apache HTTPD versions 1.3 from 1.3.28 and 2.0.46.
This vulnerability allowed malicious users to perform remote attacks that cause denial of service or random code executions. This vulnerability makes use of a off-by-one error which is when data being added to a stack overwrites an extra bit. This situation was only able to happen when certain functions of the rewrite module was used with Lightweight Directory Access Protocol (LDAP) urls. The rewrite module is capable of manipulating urls so that requests from one url can be sent to another url.
When data overflows past its intended boundaries, it allows for the next section of code in the stack to execute or it could even crash the whole program.","It seems like the fault was in the code. The fix was a simple change by decreasing a variable in an if statement by 1. Considering that the change was a simple fix of just editing one line of code, the cause was likely due to accidently overlooking a size limit when the code was made. Vulnerabilities that have to do with size boundaries are easily overlooked which is why I think additional boundary checking should have been done. Boundary tests should always check for extreme cases like maximum inputs."
1560,CVE-2006-3918,httpd,,
1561,CVE-2006-5752,httpd,"when a module in apache is activated on a public page that shows 
diagnostic data on server such as number of requests and cpu usage,
an attack would be able to inject malicious html code due to the
browser detecting a charset instead of specifying one.
","Mistake The team did not give existing functionality a passover once new technologies are implemented, in this case being charset detection.
Lessons we could Learn Emerging technology can and will expose vulnerabilities in existing code.
Notes Looking through previous iterations of the code, specifying a charset seemed to not be on any of the teams' minds. Originally, I believe it was not an oversight from the team."
1562,CVE-2007-1862,httpd,"When using HTTP for communication, headers are included that contain information about the data being sent. Due to changes in memory allocation, when Apache would copy header data for a response header it sometimes tried to copy from a location in memory that had already been cleared. New data could have been put in the old location, and this data could be sensitive. This would result in any data a user is entering or viewing potentially getting leaked to the header, which would not necessarily be secure.","It seems that when they began using the APR memory pool they made
an incorrect assumption about how long their data would remain in its
table. While automated testing may have eventually caught it, it's
understandable that a few manual tests might have missed this (as nothing
appears to be wrong if you get lucky and nothing else takes up the freed
location in memory). Better understanding their tools and using automated
tests could have helped catch or prevent this. CWE-825 lists mitigations
that wouldn't be useful in the situation: use a language that manages 
memory automatically and set pointers to null after freeing. They
weren't in a position to stop using C code and, as the CWE site points 
out, complex data structures (like the new APR memory pool) reduces the
effectiveness of setting pointers to null.
"
1563,CVE-2007-1863,httpd,,
1564,CVE-2007-3304,httpd,,
1565,CVE-2007-3847,httpd,"In HTTPD, which is an open source web server for unix-like systems, remote
servers can cause denial of service when using threaded MPM by sending a
malicious date header that triggers buffer over-read. Threaded MPM refers to
using multi-processing modules that handle tasks such as binding network
ports, and accepting requests. The triggered buffer over-read refers to when
the code attempts to read adjacent memory beyond the current buffer, where
sensitive data could be stored that is not supposed to be accessed.
","The date input causing the issue seems to have been trusted without doing
all of the proper validation and checking before using it. As mentioned
earlier I believe this vulnerability could have been avoided if boundary
checks were performed. To prevent vulnerabilities of this kind in the
future, each component is supposed to distrust outside inputs and perform
the necessary validations to reject bad inputs.
"
1566,CVE-2007-5000,httpd,"An attacker could inject malicious HTML/Javascript code into the input of the image
mapping function of this program in order to compromise the integrity of the system.
This vulnerability works if the module is enabled and the imagemap files are publicly
available.
","I think that it was a coding mistake since, when the code was first written,
there wasn't any sort of string escaping to mitigate XSS attacks, even though there
should have been from the start. I think that the mitigation looks proper since it
follows the input validation mitigation on the CWE entry.
"
1567,CVE-2007-6388,httpd,"Where the server-status page was enabled, a cross-site scripting vulnerability
was possible because where only numbers should have been viable input, code
could be injected.
","This is an implementation mistake. A case was not added to input to verify
that the input was an expected value. The fix looks proper. It seems like
an obvious thing to look and test for now. Hopefully the whole system is
under more scrutiny now, I imagine it is since the fixing commit was
created 11 years ago.
"
1568,CVE-2007-6420,httpd,"This was a cross-site request forgery (CSRF) vulnerability in the balancer-manager in
mod_proxy_balancer file for Apache HTTP Server 2.2.x allows remote attackers to
gain privileges via unspecified vectors.
The vulnerability is due to the insufficient authentication checks on requests to the
balancer-manager web interface.  An attacker could exploit the vulnerability by
convincing a user to follow a link to a malicious website.  When visited, the site could
send malicious HTTP requests to the balancer-manager interface on behalf of the user.
","This vulnerability was seen as medium severity in that if exploited, it
could cause a denial of services. However, I did not find records of the
vulnerability being exploited. There was a mentions of the fact that the
malicious user would need to be authenticated to perform and exploit, this
is probably why the vulnerability was not exploited since it was less likely
happen at the time. I also saw some documents that stted there was no need for
authentication for the bug to be exploited so I am not entirely sure what the
actual case was. I also found that the fix was not placed urgently but
rather addressed in a later release. Looking at the logs, it seemed like not
very much was done in order to combat the bug early on, the fix was placed in
2008.
This flaw just shows me that code needs to be tested extensively before being
released. A lot of other code bases relied on this particular servlet and were
in turn ""affected"". I assume some of them may have had to place ""quick fixes""
of their own before adopting the fixed version.
"
1570,CVE-2007-6422,httpd,"On sites with a specific setting (mod_proxy_balancer) enabled remote users could
craft a request that would cause the process handling it to crash. If the server
for the site was also multi-threaded this would lead to a denial of service attack
on the site. 
","They weren't correctly checking possible requests that could come into their
server through a large chunk of data. They didn't sanitize the input allowing
users to take down the server. They also just didn't think of the outliers in the
situation. Both having the mod_proxy_balancer and multi-threaded servers on were 
not the default so they didn't build their security around this. That is also why
the CVE was considered only low priority because not many sites had this combo. 
The solution was to put a check for the correct balancer name which is a fix for this
specific issue but a better fix may be to sanitize their inputs in the first place and not
just add to the if statement every time an issue arises.
"
1571,CVE-2008-0005,httpd,"Upon sending HTML for web pages, the software did not specify a text encoding.

Because browsers can auto-detect encoding, this meant any encode could effectively
be used. This includes UTF-7, which uses + and - characters to deliminate characters
with special meanings in order to construct certain other characters. < and >
characters may therefore be written in UTF-7 without using those actual characters.

This means anyone who knew their way around UTF-7 could create cross-site script
to run arbitrary JavaScript code.
","This appears to have been an oversight at the inception of specifying content types that was
not addressed until someone proved it to be a vulnerability. This is true even though several
other commits reworked the way content types were set.

The mitigation taken is quite straighforward. The charset was explicitly specified as ISO-8859-1.
This prevents any other encoding from being used, and it may then be sanitized much more effectively.
"
1572,CVE-2008-0456,httpd,"If HTTPD is serving static files, and those static files have extraneous CRLFs,
they can inject headers into the HTTP response. Redhat says this isn't an issue
since you shouldn't have nasty files in the first place.
It also seems like HTTPD actually errors out (it gives either a 406 or 300),
so this vulnerability can't modify seemingly fine responses, just cause errors.
",Mainly lack of review and automated testing. Need smaller commits that are reviewed better.
1573,CVE-2008-2364,httpd,"A flaw was discovered when a server would have to handle excessive interim responses. In a situation where a user who is using the proxy is tricked into visiting a 
malicious web-server, the proxy would need to use stack or heap memory. If this was continually done
it could exhaust stack/heap space and crash the server.
","This is an oversight in design and probably occured simply because it was never discussed. Somewhere in the planning phase there must have been a diagram depicting the interaction between the proxy and the web server. There was no consideration of how the system could be harmed given that the proxy was used to communicate with a malicious web server.
This vulnerability falls under the Availability category in the CIA model because it could be used to exhaust stack/heap space and create a DOS attack. The fix for this vulnerability was a simple flag which checked the amount of interim responses done by the forward proxy."
1574,CVE-2008-2939,httpd,"There was a cross site scripting vulnerability which allowed attackers to
inject javascript or html. This was via a wildcard in the last pathname of a FTP URI.
The vulnerabilities were in the proxy_ftp.c and mod_proxy_ftp.c files.
","The mistake that was made was a coding mistake. The design or developers did
not think to validate input coming from requests from Apace HTTP servers. All an attacker
needed to do is compose one wildcard charater in the last directory component of the path
to use this vunerability as an exploit. Always distrust input and do you own validation.
"
1575,CVE-2009-0023,httpd,,
1576,CVE-2009-1191,httpd,Http requests containing a non-zero content-length header value and not containing a body can cause apache to serve content that was intended for another user through the use of a second malformed http request.,"This vulnerability was caused by a coding mistake. If an incomplete request was received which contained a non-zero content-length header field, the connection was kept alive and reused instead of being closed."
1577,CVE-2009-1195,httpd,"The Options=IncludesNOEXEC in configuration for Apache HTTP Server is not handled
properly on the AllowOverride directive. By default the code allowed a local user
to execute code, and the language used in naming this option was counter intuitive.
The vulnerability led to a local user being able to execute code that could escalate
their privileges and help further attack the system.
","This was a design mistake, since the system wasn't defaulting to secure
options but rather had a configuration option to keep local users from
executing file inputs. The solution they opted for was to add code to
AllowOverride so that it does not permit Includes with exec= enabled to
be configured in an c file so user can't input code to execute
in those files. They also made semantic changes so that the OPT_INCLUDES
doesn't default to with exec (using with instead of without makes it
more clear). I think the most important thing here was the semantic change
as it honors security by default and helps avoid user error. 
"
1578,CVE-2009-1890,httpd,,
1579,CVE-2009-1891,httpd,,
1580,CVE-2009-1955,httpd,,
1581,CVE-2009-1956,httpd,,
1582,CVE-2009-2412,httpd,,
1583,CVE-2009-2699,httpd,,
1584,CVE-2009-3094,httpd,,
1585,CVE-2009-3095,httpd,"This vulnerability allowed authorized attacks to send commands to an
FTP server due to inadequate input validation.

The attack involved sending special characters to the server that
would cause unintended behavior when parsed.

This allowed attacks to bypass access restrictions for target FTP
servers as they were capable of executing arbitrary commands.
","The mistake that lead to this vulnerability is a simple coding mistake.
Specifically, a lapse in requirements for input validation.
"
1586,CVE-2009-3560,httpd,,
1587,CVE-2009-3720,httpd,,
1588,CVE-2010-0010,httpd,,
1589,CVE-2010-0408,httpd,,
1590,CVE-2010-0425,httpd,"The Apache mod_isapi (module that implements the internet server extension API. Allows Internet Server extensions) module can be forced to unload a specific library before the processing of a request is complete, resulting in memory corruption. This vulnerability may allow a remote attacker to execute arbitrary code.","This vulnerability was due to the developers overlooking it and not quite understanding what was happening in a piece of their code. The fix for the vulnerability was simply deleting 2 lines of code which unloaded the ISAPI.dll module in the middle of a request which created oprhaned callback pointers. Based on this fix it seems that the unloading of the ISAPI.dll method call at that point in the code was completely unecessary as the system seemed to work completely fine without it. The biggest takeaway from this vulnerability is, it is important to not add unnecessary pieces of code to a system and understand what unintended consequences adding additional functionality can have on the system."
1591,CVE-2010-0434,httpd,,
1592,CVE-2010-1452,httpd,"When the caching or WebDAV modules are enabled in a specific configuration, a process
crash can be triggered by sending a request without a path component. This is caused
by an invalid read which assumes a path was present in the request.
","This issue seems attributable to a coding mistake. The affected areas
did not consider the case in which a path segment could not be parsed from
a request.
"
