"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","216","subsystem-chromium-obvious-to-see-that-the-bug-was-in-the-v8-module-from-the-file-names"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1400","CVE-2017-5029","chromium","Integer overflow in libxslt. With a xslt file which generates big text nodes\nit is possible to trigger an integer overflow in xsltAddTextString in\ntransform.c of the libxslt library. The function handles the memory management\nif new data are added to a text node. The vulnerability exists because there\nis no check for overflow while calculating a new size of a buffer to hold the\ndata of a text node. The issue can be exploited to trigger an out of bounds\nwrite.\n","null","43","cwe-787"
"","","","","","99","language-c"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"98","CVE-2010-2108","chromium","This vulnerability allows remote attackers to bypass the whitelist of\nacceptable plugins. The whitelist is part of the host-based settings. The \nwhitelist works as intended when navigating, because all webpages will have a\nhost. The issue is when a new tab is first created, there is no host and thus\nthe plugin whitelist will not be applied.  \n\nThe fix for this vulnerability was having new windows inherit host-based settings\nfrom the parent.\n","I think a few mistakes went into the creation of the vulnerability. First\nof all, I believe there may have been miscommunication within the team. \nWhen reading the thread detailing the vulnerability, there seemed to be \ndisagreement on whether this was a UI decision. It's possible that when\nthe vulnerability was first introduced, the programmer considered it a \nUI design decision. This can also lead to it being a mistake in the\nrequirements. It's very possible that the default blocking of plugins\nwas not a requirement. This also could be the result of the programmer \nnot understanding the system as a whole. If the programmer did not completely\nunderstand how the creation of a new window works, this vulnerability would\nhave gone unnoticed. Going forward, vulnerabilities like this can be avoided\nwith a couple steps. First, teammates always need to be on the same page when it\ncomes to requirements. Next, if something is unclear in the requirements,\ndevelopers should review it with the team. Finally, developers should also make\nsure that they understand the system they are working in completely before making\nchanges.\n","2","lifetime-3mo"
"","","","","","29","cwe-284"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","113","secure-by-default"
"","","","","","117","small-fix"
"","","","","","134","subsystem-chromium-browser"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1482","CVE-2017-5117","chromium","Embargoed. Use of uninitialized value in Skia.\n","null","22","cwe-200"
"","","","","","357","project-chromium"
"1488","CVE-2017-5124","chromium","Embargoed. UXSS with MHTML.\n","null","12","cwe-79"
"","","","","","357","project-chromium"
"744","CVE-2013-0841","chromium","In the content-blocking funtionality of Google Chrome, there is a\nvulnerability where an array index is not checked. Content blocking\nis important to protect the user from unsafe scripts. \n\nThis vulnerability could potentially allow remote attackers to cause a denial\nof service (DoS). It could also cause the disclosure of information and\nunauthorized modification of data. This array is responsible for logging the\ntype of content settings accessed.\n\nThe fix for this vulnerability is to prevent the array index from going lower\nthan zero or higher than the size of the array.\n","This vulnerability was introduced during the implementation phase of development.\nI believe this vulnerability was the result of a coding mistake, but it could be\nthe result of a design mistake as well. Due to the relatively simple nature of\nthis vulnerability I believe that it could have simply been a mistake done by the\nprogrammer. Not properly checking array indexing is something can be easily\nforgotten. If input validation was not part of the design, then this is a design\nmistake as well. In order to prevent this vulnerability going forward, it must be \nremembered that array indexes should always be validated before use. The chromium\nshould also consider improving their unit testing plan. Array indexing is a\nvulnerability that can usually be caught during unit testing.\n","6","lifetime-2y5y"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","134","subsystem-chromium-browser"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"988","CVE-2014-3191","chromium","An object called RenderLayerScrollableArea called into method updateWidgetPositions, which\nperformed various layout and style updates to render.\nDuring this process, an object called RenderLayer was destroyed; this object was the parent of the RenderLayerScrollableArea\nand another object (ScrollAnimator).  After the layout and style updates finished, the code\nattempted to have the now destroyed RenderLayerScrollableArea object call a method \n(updateCompositionLayersAfterScroll), causing a memory error since the render tree had been destroyed.  Exploitation of this\nvulnerability may have resulted in DoS due to program failure.\n","Based on the discussions between the developers in the bug reports, it sounds like this\nvulnerability was not considered initially because it occurred so far down the call stack.  The\nfailure to consider what might happen if the render tree is able to destroy itself from the inside\nout was probably a design failure; consideration of misuse/abuse cases may have helped catch this\nvulnerability earlier.\n\nThe initial fix for this vulnerability (in the first bug 322891) was insufficient, as the developers\nsimply added an assert to attempt to catch the use-after-free.  In the notes on that bug, it seems\nthe developers intended to improve this solution in the future, but did not get to it until this\nvulnerability occurred a year later.  The new fix moved the call causing the destruction of the object\nin the use-after-free, which was more appropriate.\n","7","lifetime-5y"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","94","discover-automated"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","107","optional-frameworks"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1462","CVE-2017-5097","chromium","Out-of-bounds read in Skia.\n","null","11","cwe-20"
"","","","","","357","project-chromium"
"964","CVE-2014-3157","chromium","When decoding a video, a buffer is allocated for each frame to be decoded in\nto. However, if the buffer is not large enough to hold the decoded frame, a\nheap overflow occurs, which can allow data to be written where it should not.\n\nThis Heap-based buffer overflow inside the function to get a video buffer for \ndecoding allows remote attackers to cause a denial of service by causing the\nsystem to crash. An exploited to abuse this could be a malicious video file\nembedded on a web page.\n","The coding error was a buffer overflow, caused by not allocating enough \nspace for ffmpeg to use for decoding. This mistake was because the buffer\nprovided by chrome did not use the same calculations for allocating space\nas a buffer that would be provided by ffmpeg.\n\nThis vulnerability was caused by misunderstanding how ffmpeg allocates and\nhandles video buffers. The team changed the code so Chorme provides a\nbuffer for ffmpeg to use instead of letting ffmpeg allocate a buffer, but\nthey used a slightly different calculation to determine the size of the\nbuffer. \n\nThe solution implemented was to allocate the same ammount of space as\nffpeg would have for the buffer, ensuring that there was enough room to \nnot overflow the buffer.\n","5","lifetime-1y2y"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","115","complex-inputs"
"","","","","","199","subsystem-chromium-media"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"235","CVE-2011-1113","chromium","Chrome uses a byte stream deserializer called a pickler. The pickler has a function that reads\ninformation about the header and byte stream size to read. The function was not checking the size of the header\nbefore reading the payload infomation and this could lead to a buffer overflow scenario\nif someone sent a header of the wrong size\n","This was a very simple mistake that developers make all the time. The original developer assumed all input to\nthis class would be good and no validation/sanitation was required. In any instance where memory is directly being\naffected, buffer sizes must always be checked and anything larger than the maximum buffer size must be\ndisallowed\n","6","lifetime-2y5y"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","111","serial"
"","","","","","117","small-fix"
"","","","","","168","subsystem-chromium-base"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1132","CVE-2015-1299","chromium","There was an issue with timers being removed and the reference to the timer being used.\nTimers were set up so that they lived in a heap. The problem with this is there\nwas logic that ended up freeing/removing a timer, due to a bad conditional. This conditional\nattempted to compare an 80-bit integer with a 64-bit integer. This would cause\nthe program to update the heap and make a duplicate timer. Eventually, the timer would\nbe deleted but the 'duplicate' (which is a pointer to the original) would be used.\n\nThe fix was a complete overhaul of the timer file. Remove all references of a heap\nto use a more reliable scheduler.\n","The vulnerability was a complex issue that never really led to a defined solution. It\nstarted with the fact they made the decision to create a heap and use that for a scheduler.\nThis is an issue because it was not needed and added a good amount of complexity which makes\nsecurity more difficult. In addition, it was in a relatively unpopular area with only a few people\nbeing familiar with the section. This allowed for the bug to exist for quite sometime after it was first found.\nThe next issue was the fact there were no unit tests until AFTER the solution was found. This allowed\nfor plenty of findable mistakes to pass through (as many as three). Lastly the way they came about a solution\nwas very problematic. It looked like from the git history they did not properly test their solution in the\nsystem. as a whole. so it led to four reverts. This could stem from the fact that instead of investigating\nfor the specific solution, they just wiped the entire subsystem.\n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","107","optional-frameworks"
"","","","","","114","yagni"
"","","","","","116","big-fix"
"","","","","","116","big-fix"
"","","","","","116","big-fix"
"","","","","","116","big-fix"
"","","","","","286","subsystem-chromium-blink-timer"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1623","CVE-2014-3523","httpd","A flaw was found in the WinWT MPM in httpd 2.4.1 to 2.4.9 when using the default AcceptFilter for that platform. Because a buffer was not cleared after being potentially filled, an attacker may send requests that can leak memory and cause a denial of service.","The only mistake that was made for this vulnerability was a coding mistake. The developers did not remember to free up a buffer after it was full in a particular area of code, which led to memory leaks and denial of service. This vulnerability was fixed with a simple if statement that, when entered, freed the buffer. This followed the mitigation of ensuring protocols have specific limits of scale placed on them.","7","lifetime-5y"
"","","","","","36","cwe-400"
"","","","","","84","cvss-av-n"
"","","","","","85","cvss-ac-l"
"","","","","","86","cvss-au-n"
"","","","","","89","cvss-a-p"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","99","language-c"
"","","","","","105","defense"
"","","","","","117","small-fix"
"","","","","","403","subsystem-httpd-server-mpm-winnt"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","438","project-httpd"
"","","","","","359","cooks"
"590","CVE-2011-5319","chromium","The application does not restrict access to accelerometer data at high rates. This allows attackers to capture the keystrokes and moitor speech from the website without a permissions prompt.  The keystrokes and speech are a part of the website interaction.","I think that for this bug there really wasn't too much that could have been done before hand if the team did not know about the attack.  However, they could have had something around their events to try to always prevent attackers from getting their data.\nThey had a few different ideas for how to resolve this issue, a few did not work out for them.  They appear to have a proper fix by limiting how fast the data can be read.","4","lifetime-180d1y"
"","","","","","17","cwe-264"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","204","subsystem-chromium-content"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"763","CVE-2013-0895","chromium","Google Chrome on Linux and Mac OS X does not properly handle file paths for \ncopy operations in the CopyDirectory method. The copy operation does not\nproperly strip trailing separators when creating its target path, which makes\nit possible for a remote attacker to execute arbitrary code through path \ntraversal.\n","The primary culprit of this vulnerability was the copy/paste styled\nimplementation of file paths in the first iteration of the CopyDirectory \nmethod for posix operating systems. There was no input checking on the \npath, it was assumed that no malicious file path would be used. \n\nIt is interesting that there was a gap of about 4 years from the first \nimplementation of the CopyDirectory method with the vulnerability to when\nthe vulnerability was fixed. All the while there were a series of edits\nmade to the problematic lines of code by Google employees. One of which\naddressed that there may be a problem with the path implementation (leading\n'/' characters) but it only scratched the surface of the greater problem.\n\nThe fix ended up utilized a generic AppendRelativePath function that could\nbe utilized in all operating systems and worked to both sanitize and validate\nthe file path inputs before constructing the file path for the CopyDirectory\nfunction.\n","6","lifetime-2y5y"
"","","","","","25","cwe-22"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","212","subsystem-chromium-chromium-base"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"119","CVE-2010-2898","chromium","When Chrome looks up the MIME type for a long filename, the underlying library crashes.\nThis can be accessed through Javascript, meaning that in a malicious scripting situation (e.g. XSS),\nan attacker would potentially be able to construct an exploit that corrupts memory. Memory corruption vulnerabilities can lead to arbitrary code execution and other bad things.\n\nFor this vulnerability, no such exploit was ever written, but the possibility was there.\n\nThe way that they fixed it was to (a) simply limit the filename lengths, and (b) work with the third party library to handle long filenames.\n","The main mistake made with this vulnerability was in not testing the third-party library thoroughly.\nThey did not assume that filenames could be given abritrary lengths in Javascript, and therefore they ended up with a crash.\nSimple unit testing with diabolical tests (e.g. super-long filenames) and distrusting inputs would have prevented this issue.\n","5","lifetime-1y2y"
"","","","","","31","cwe-641"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","137","subsystem-chromium-net-base"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1396","CVE-2017-15426","chromium","Embargoed. URL Spoof in Omnibox.\n","null","11","cwe-20"
"","","","","","357","project-chromium"
"860","CVE-2013-2916","chromium","Blink, as used in Google Chrome before 30.0.1599.66, allows remote attackers to spoof the address bar via vectors involving a response with a 204 (aka No Content) status code, in conjunction with a delay in notifying the user of an attempted spoof.","null","8","bounty"
"","","","","","357","project-chromium"
"1834","CVE-2018-8037","tomcat","If an async request was completed the same time as the async timeout,\na race condition existed that could result in a user seeing a response intended for a different user.\nAn additional issue was present in connectors that did not correctly track the \nclosure of the connection when an async request was completed by the application and timed out by the container at the same time.\nThis could also result in a user seeing a response intended for another user.\n\nThere essentially was a race condition where if the timeout and request were the same,\nundefined behavior and other responses would be observed\n","The coding mistake was not accounting for the undefined edge case where an async\nrequest was completed at the same time as an async timeout.\nThe fixes are proper and account for async behavior.\nIt is interesting that most of the code for this bug/bug fix and the surrounding code\nis written by one man. He must of missed this condition. Making sure that other async code that exists\nin tomcat covers the async race condition is crucial to prevent similar bugs in the future.\n","6","lifetime-2y5y"
"","","","","","439","cwe-366"
"","","","","","102","language-java"
"","","","","","105","defense"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","455","subsystem-tomcat-apache-cayote"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","481","project-tomcat"
"","","","","","359","cooks"
"","","","","","360","refactors"
"905","CVE-2013-6656","chromium","The vulnerability was in WebKit's XSS Auditor which is a built-in function designed \nto mitigate XSS attacks. It identifies if query parameters contain malicious \nJavaScript and block the response if it believes the payloads were injected into a response.\n\nXSS Auditor, when processing a POST request with a chain of page redirects and a single \nfinal destination page, initializes with the URL of the destination page and the body of\nthe initial request page. This means that the body of the request page is still accessible \nthru the XSS Auditor by brute-forcing character by character the POST body of the initial request.\nHowever, this will only occur if the original request url has a <script> tag in it, to make \nXSS Auditor suspicious and initialize.\n\nBy pairing this exploit with a login form, an attacker can get the body of the form\nwith the user inputs in the values and gain access to passwords and other sensitive \ninformation.\n","I honestly think that this vulnerability came to be because of a typo. \n\nThe solution was a one-liner (worth $500) that changed \n""FormData* httpBody = documentLoader->originalRequest().httpBody();"" to\n""FormData* httpBody = documentLoader->request().httpBody();""\n\nNotice that the only difference is which request function is being used;\neach gives the XSS Auditor access to certain http bodies. After a form fill and a login attempt,\nthe request http body doesn't contain any of the user's input while the original \nrequest body does.\n\nThe vulnerability went long undiscovered mostly because of its security by obscurity\ndue to the specificity of its prerequesites and inputs. \n\nSince this vulnerability was introduced entirely as new code along with a larger featueset,\nI think that the original developer just mistyped and chose the wrong request function\nwhile not thinking about the consequences of choosing one or the other. They both \nare syntactically similar after all.\n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","22","cwe-200"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","110","obscurity"
"","","","","","115","complex-inputs"
"","","","","","236","subsystem-chromium-webkit-xss-auditor"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"412","CVE-2011-2864","chromium","The vulnerability was Google Chrome before 14.0.835.163 in the way the \nthird-party software Harfbuzz handles Tibetan characters. \n\nHarfBuzz is a software development library for text shaping, which is the process\nof converting Unicode text to glyph indices and positions.\n\nThe implementation didn't handle the case when the character is out of the Tibetan\ncharacters table's bound. At best, this causes a crash. At worst, this kind of \nvulnerability can lead to arbitrary read or write operations to be performed on\nunauthorized memory locations as it is a ""buffer overflow"".\n\nThis is possible in a Cross-Site Scripting (XSS) scenario. An attacker may be able \nto execute arbitrary code or unspecified vectors, alter the intended control flow, \nread sensitive information, or cause the system to crash.\n","The coding mistake that was made in a third party software that led to index out\nof bound error.\n\nThe coding mistake was made in a piece of third party software that led to an \nindex out of bound error. This approach is important because it is hard to \ninvestigate and manually debug third-party codebases for memory corruption errors.","6","lifetime-2y5y"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","99","language-c"
"","","","","","105","defense"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","187","subsystem-chromium-harfbuzz"
"","","","","","342","escaped"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"1379","CVE-2017-15407.yml","chromium","Embargoed. Out of bounds write in QUIC.\n","null","43","cwe-787"
"","","","","","357","project-chromium"
"973","CVE-2014-3169","chromium","A piece of data in core/dom/ContainerNode.cpp, which is used in Chromes blink web engine, \ncould allow remote attackers to cause a denial of service under certain conditions \nas well as have other effects by messing with script execution before the node removal. This\nfile is used as a part of Blink's Domain Object Model, which incorperates the brower's logic when\nstoring amd displaying HTML/CSS.\n\nThe team never really seemed to pinpoint the actual issue here. They only pinpointed the\nsolution it seems. That is, they never were able to reproduce the actual bug.\n","As I said above, its hard to discern what actually caused the issue since they never really pinpointed where the actual bug was. This was a simple coding mistake though, one that likely could have been avoided with proper unit testing. However, it did provide a useful enough error message that it was able to be fixed.\nI think the biggest issue here would be that it seems like this bug was identified beforehand, but was not inserted into the proper workflow to get it fixed and so it never was. This bug could have potentially never been found had the fix been submitted as separate issue when it was originally found.","2","lifetime-3mo"
"","","","","","8","bounty"
"","","","","","32","cwe-459"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","106","least-privilege"
"","","","","","218","subsystem-chromium-blink"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"79","CVE-2010-1505","chromium","When opening a new tab, one could take advantage of a race condition and\nstart loading a page in that tab before the new tab process (NTP) completed.  \nThis resulted in the newly-loaded tab sharing the privileges of the new tab page.  \nThis vulnerability was the underlying cause of another bug (Chromium bug 12718) \nwhich saw form submissions being submitted as a GET instead of a POST since the \npage was loaded in the new tab process.  With the privileges of the new tab process,\nan attacker may have been able to execute a CSRF or similar attack taking advantage of\nthe side effects of these privileges (such as the change of form submissions from POST \nto GET).\n","At the VCC and between the VCC and fix, there appears to have been extensive refactoring\nwith moving functionality to new directories.  This was done in batches of massive commits, which\nlikely made it more challenging to identify issues and vulnerabilities in the files involved.  This\ncould be classified as a mistake made in version control practices.\n\nAs for the vulnerability itself, the fixes are simple and seem appropriate, and the developers\nhad the foresight to practice defense in depth by adding an additional safety check after the initial\nfix was made.  Overall, the only fix that needed to be made was an additional check for DOMUIScheme; the\nvulnerability appears to have been a result of a simple coding mistake.  \n\nOne could argue that a greater design mistake is implied by this vulnerability since it occurred\ndue to a race condition.  The condition could potentially lead to further vulnerabilities in the future; however,\nthe fix did not address this overall issue but rather the specifics of this vulnerability.\n","5","lifetime-1y2y"
"","","","","","10","omission"
"","","","","","10","omission"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","106","least-privilege"
"","","","","","117","small-fix"
"","","","","","117","small-fix"
"","","","","","133","subsystem-chromium-tab_contents-renderer_host"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1470","CVE-2017-5105","chromium","URL spoofing in OmniBox. Spoofing occurs when inserting ""U+0650"" into\nthe URL.\n","null","11","cwe-20"
"","","","","","357","project-chromium"
"1425","CVE-2017-5059","chromium","Type confusion in Blink.\n","null","28","cwe-704"
"","","","","","100","language-cpp"
"","","","","","117","small-fix"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"950","CVE-2014-1740","chromium","This vulnerability was an example of trying to use memory after it has been discarded.\nIt could lead to a crash of Chrome thus giving a denial of service attack and potentially\nothers issues. The exploit affected ninety-three versions of Chrome. After being\ndiscovered, Google's AddressSanitizer was able to find the issue and detect the leak.\nWhile this vulnerability was fixed, the tests were never added due to other code they\ndepended on not ready to be merged in.\n","This error was found because of the lack of testing. This test case itself \nseemed to be a fairly obscure case that I can easily see the team missing.\nThe evidence for this being an obscure edge case is further supported by the \ncode remaining unchanged for 4 years. The area was indeed unit \ntested so it was not for lack of testing per say that this was not found. \nA cursory internet search does not lead me to find the script the reporter used and \nit is likely they created the script themselves or was looking for this specific case \nand then made the script afterwards to confirm it.\n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","10","omission"
"","","","","","10","omission"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","116","big-fix"
"","","","","","116","big-fix"
"","","","","","117","small-fix"
"","","","","","246","subsystem-chromium-net-websockets"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"564","CVE-2011-3925","chromium","This vulnerability comes from how Chrome handled ""interstitial"" pages which\nare the pages that load before or after an expected webpage that have an ad or\nask if you're older than 18. Trying to reload a page when you were on an\ninterstitial page caused memory corruption in the browser process and crashed\nChrome.\n","The actual mistake that was made in the code was that they freed a link\nfrom memory but continued to try to access that memory if an interstitial\npage was refreshed. That's a classic example of freeing a variable before\nyou're actually done with it but that mistake was caused by a number of \nother, larger factors. The code that led to the vulnerability had been\nrefactored a large number of times and that includes extracting classes,\ncombining classes, shifting responsibilities, and redesigning how to\ninternally handle interstitial pages. All of that led to inconsistent and\nconfusing documentation and small pieces of code that only made sense prior\nto their refactoring.\n","6","lifetime-2y5y"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","116","big-fix"
"","","","","","130","subsystem-chromium-safebrowsing"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1168","CVE-2015-6767","chromium","In the AppCache implemetation in Google Chrome before 47.0.2526.73, there is a vulnerability in \ncontent/browser/appcache/appcache_dispatcher_host.cc named use-after-free \nwhich means referencing memory after it has been freed can cause a program to crash, use \nunexpected values, or execute code. In this scenario, the memory in question is allocated to \nanother pointer validly at some point after it has been freed. The original pointer to \nthe freed memory is used again and points to somewhere within the new allocation. As\nthe data is changed, it corrupts the validly used memory; this induces undefined behavior in\nthe process. Therefore, this vulnerability allows remote attackers to cause a denial of service by \nleveraging incorrect pointer with certain callbacks.\n","I think this is the coding mistakes that a developer may forget about a host \ncan have a pending callback with a raw pointer to the dispatcher. If the \ndispatcher dies, it deletes all of its hosts, so that any pending callbacks are \ndeleted. But there is an exception, hosts can be transferred from an old backend \nto a new one, which doesn't clear any pending callbacks. Such a case leads to a \nUaF in the browser process if the old backend is deleted before a callback fires. \nAfter examining the mitigations I think ths is proper fix for it\n","1","lifetime-30d"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","117","small-fix"
"","","","","","290","subsystem-chromium-blink-storage-appcache"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1390","CVE-2017-15419","chromium","Embargoed. Cross origin leak of redirect URL in Blink.\n","null","21","cwe-601"
"","","","","","357","project-chromium"
"579","CVE-2011-3964","chromium","The drag and drop feature within Google chrome was not properly \nimplemented. To be specific, it is the action of dragging a url to the url bar.\nThis allowed spoofing of legitimate urls through javascript when a link was \ndragged into the address bar. \n","The mistakes that were made was that after stripping the javascript schema, having to \nnot navigate to the link allowed for social engineering to take place and spoofing of \nwebsites to occur. It was more of a design mistake as the use case of dragging and dropping\na link to url address bar was not carried out fully to the end. You would expect the browser\nto navigate to the link and not stop. \n\nBased on the CWE entry for this vulnerability, they are not exactly carrying out an architecture\nand design mitigation of warning the user that they are leaving the page if there is javascript ran \nbehind the scenes. But they are sanitizing the javascript and navigating to the url to prevent spoofing \nof the real website.\n","4","lifetime-180d1y"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","110","obscurity"
"","","","","","117","small-fix"
"","","","","","138","subsystem-chromium-omnibox"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"1260","CVE-2016-1673","chromium","When navigating from a new document to an empty document using Google's\n*Blink* engine, the engine loaded the request without checking whether\nnavigation was allowed. Due to this, it was possible to execute an XSS attack\nvia the request, bypassing the browser's protections.\n","When the vulnerability was introduced, the method containing it did not have\nanything that would allow the code to adhere to the Same Origin Policy.\nIn that area, it took some time for parts of this system to adhere to the\npolicy; I would not be surprised if there were related UXSS CVEs surrounding\nthat code area, especially in the second navigate method.\n\nUltimately, it appears that the vulnerability persisted due to a series of\noversights by developers. The VCC did not understand the risk of not\nvalidating the request before loading it; a subsequent developer made the\nsame error when making the second navigate method right below the first.\nThe vulnerability was passed over twice in code reviews, first in an\nunrelated code review that accidentally reverted code, and again in a second\ncode review that merely sought to restore reverted code. When adding\nadditional parameters to the method for user gesture support, the\nvulnerability remained untouched. The successive failures to recognize the\nvulnerability were what allowed a critical universal cross-site scripting\nvulnerability to continue to exist for almost 2 years.\n\nIt surprises me that the commit making changes to adhere to the Same Origin\nPolicy in the second navigate method overlooked the same occurrence four\nlines above. Perhaps it lasted for so long because developers were\nlaser-focused in the tasks they set out to accomplish. I would credit this\ntask-related ""tunnel vision"" to the maintenance of the vulnerability over\ntime.\n","4","lifetime-180d1y"
"","","","","","8","bounty"
"","","","","","12","cwe-79"
"","","","","","100","language-cpp"
"","","","","","105","defense"
"","","","","","117","small-fix"
"","","","","","313","subsystem-chromium-core-frame"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"77","CVE-2010-1503","chromium","A cross-site scripting (XSS) vulnerability in Google Chrome allows remote attackers \nto inject web scripts or HTML using Chrome net-internals. Users can access net-internals\nby typing 'chrome://net-internals' in the URL field of the Chrome web-browser, which in return,\ndisplays the network log event stream. This vulnerability occured because user input \nwas not HTML escaped. \n","The coding mistake that was made seems to be a simple programming error. \nThe programmer in the same commit as the VCC used the function EscapeForHTML \nmultiple times prior to the vulnerable line of code. It seems as though he \nthen neglected that the string argument ""key"" needed to be HTML encoded as well. \n","4","lifetime-180d1y"
"","","","","","12","cwe-79"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","123","subsystem-chromium-net"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
